dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
WOOD_044-M-20200803-COMP-DNA1,3300071137,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Chase Lake National Wildlife Refuge, North Dakota, USA - WOOD_044-M-20200803-COMP-DNA1",Battelle Memorial Institute,Ga0620449,Metagenome Analysis,Gp0767017,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WOOD,20200803,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7403317,23174,20355,0,0,0,0,0,0,0
SYCA.20230606.EPIPSAMMON.2.DNA-DNA1,3300081800,1506401,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.2.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654609,Metagenome Analysis,Gp0812622,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,SYCA,20230606,Environmental,Aquatic,Creek,Freshwater,Unclassified,1198265857,1913767,1068054,27,0,274,4373233,359022124,190907246,53.17
STER_004-M-20131217-COMP-DNA1,3300040631,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_004-M-20131217-COMP-DNA1",Argonne National Laboratory,Ga0435377,Metagenome Analysis,Gp0477065,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,STER,20131217,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1212482,4227,3976,0,0,0,0,0,0,0
WREF_007-O-20230710-COMP-DNA1,3300078369,1490132,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Wind River Experimental Forest NEON Field Site, Washington, USA - WREF_007-O-20230710-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643811,Metagenome Analysis,Gp0798511,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,WREF,20230710,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1099271024,1801413,954390,8,0,141,7796248,225890612,120710409,53.44
CLBJ_031-M-20190416-COMP-DNA1,3300070911,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lyndon B. Johnson National Grassland, Texas, USA - CLBJ_031-M-20190416-COMP-DNA1",Battelle Memorial Institute,Ga0619658,Metagenome Analysis,Gp0766226,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20190416,Environmental,Terrestrial,Unclassified,Soil,Unclassified,578638,2027,1836,0,0,0,0,0,0,0
HEAL_045-O-20170725-COMP-DNA1,3300039585,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_045-O-20170725-COMP-DNA1",Battelle Memorial Institute,Ga0428244,Metagenome Analysis,Gp0476778,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HEAL,20170725,Environmental,Terrestrial,Unclassified,Soil,Unclassified,93454518,221182,176931,1,0,20,4672725,0,0,0
SJER_025-M-41-20230302-GEN-DNA1,3300082820,1529159,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_025-M-41-20230302-GEN-DNA1",DOE Joint Genome Institute  (JGI),Ga0672832,Metagenome Analysis,Gp0824463,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,SJER,20230302,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1382243729,2601722,1588028,3,0,407,3396176,440398986,162493157,36.9
SJER_002-M-20170314-COMP-DNA1,3300040311,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from San Joaquin Experimental Range, Pacific Southwest, CA, USA - SJER_002-M-20170314-COMP-DNA1",Battelle Memorial Institute,Ga0428427,Metagenome Analysis,Gp0477000,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SJER,20170314,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5528780,17603,16536,0,0,0,0,0,0,0
TALL_002-M-20170612-COMP-DNA1,3300069627,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_002-M-20170612-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614402,Metagenome Analysis,Gp0477086,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TALL,20170612,Environmental,Terrestrial,Temperate forest,Soil,Bulk soil,28763385,88903,78130,0,0,0,0,0,0,0
SJER_048-M-20210310-COMP-DNA1,3300071082,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_048-M-20210310-COMP-DNA1",Battelle Memorial Institute,Ga0620251,Metagenome Analysis,Gp0766819,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SJER,20210310,Environmental,Terrestrial,Forest,Soil,Unclassified,49546,172,153,0,0,0,0,0,0,0
TOOL_041-O-20190806-COMP-DNA1,3300070565,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Toolik Field Station, Alaska, USA - TOOL_041-O-20190806-COMP-DNA1",Battelle Memorial Institute,Ga0620360,Metagenome Analysis,Gp0766928,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TOOL,20190806,Environmental,Terrestrial,Unclassified,Soil,Unclassified,10295124,33400,29215,0,0,0,0,0,0,0
ARIK.20230711.EPIPHYTON.4.DNA-DNA1,3300081563,1506408,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.4.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654616,Metagenome Analysis,Gp0812659,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,ARIK,20230711,Environmental,Aquatic,River,Freshwater,Unclassified,1004442826,1653202,921357,18,0,233,4310913,387344316,219858692,56.76
SRER_047-M-20170815-COMP-DNA1,3300070818,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Arizona, USA - SRER_047-M-20170815-COMP-DNA1",Battelle Memorial Institute,Ga0620275,Metagenome Analysis,Gp0766843,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20170815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3454949,10975,9592,0,0,0,0,0,0,0
HEAL_010-O-20160802-COMP-DNA1,3300040645,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_010-O-20160802-COMP-DNA1",Battelle Memorial Institute,Ga0428343,Metagenome Analysis,Gp0476769,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HEAL,20160802,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2137822,6559,6171,0,0,0,0,0,0,0
DSNY_004-O-20170829-COMP-DNA1,3300069319,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_004-O-20170829-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613964,Metagenome Analysis,Gp0476689,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,DSNY,20170829,Environmental,Terrestrial,Unclassified,Soil,Unclassified,14181659,40455,34917,0,0,0,0,0,0,0
BONA_006-O-20190828-COMP-DNA1,3300070687,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_006-O-20190828-COMP-DNA1",Battelle Memorial Institute,Ga0619623,Metagenome Analysis,Gp0766191,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BONA,20190828,Environmental,Terrestrial,Forest,Soil,Unclassified,52014817,142978,117133,0,0,12,4334568,0,0,0
REDB.20230712.EPILITHON.1.DNA-DNA1,3300079097,1500367,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPILITHON.1.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654443,Metagenome Analysis,Gp0812752,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,REDB,20230712,Environmental,Aquatic,Creek,Freshwater,Biofilm,863822333,1429713,841545,17,0,162,5332236,338427524,186812545,55.2
ARIK.SS.20230706.DNA-DNA1,3300079086,1500355,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.SS.20230706.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654431,Metagenome Analysis,Gp0812604,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,ARIK,20230706,Environmental,Aquatic,River,Freshwater,Unclassified,554566320,954000,540859,31,0,213,2603597,315274118,123323395,39.12
HOPB.20230417.EPILITHON.1.DNA-DNA1,3300081625,1529124,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.20230417.EPILITHON.1.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671646,Metagenome Analysis,Gp0823155,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,HOPB,20230417,Environmental,Aquatic,Creek,Freshwater,Biofilm,1171857435,1746270,904322,21,0,159,7370172,512897664,349520943,68.15
WREF_004-O-20190619-COMP-DNA1,3300070623,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_004-O-20190619-COMP-DNA1",Battelle Memorial Institute,Ga0619512,Metagenome Analysis,Gp0766080,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,WREF,20190619,Environmental,Terrestrial,Forest,Soil,Unclassified,27189939,77728,64562,0,0,0,0,0,0,0
DSNY_016-M-20131114-COMP-DNA1,3300039707,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-20131114-COMP-DNA1",Argonne National Laboratory,Ga0428213,Metagenome Analysis,Gp0476702,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,DSNY,20131114,Environmental,Terrestrial,Unclassified,Soil,Unclassified,45777419,123365,106909,0,0,0,0,0,0,0
UNDE_037-M-20200804-COMP-DNA1,3300070224,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_037-M-20200804-COMP-DNA1",Battelle Memorial Institute,Ga0619494,Metagenome Analysis,Gp0766062,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20200804,Environmental,Terrestrial,Forest,Soil,Unclassified,11406024,36004,31376,0,0,0,0,0,0,0
UNDE_008-M-20190715-COMP-DNA1,3300071129,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_008-M-20190715-COMP-DNA1",Battelle Memorial Institute,Ga0620414,Metagenome Analysis,Gp0766982,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20190715,Environmental,Terrestrial,Forest,Soil,Unclassified,1121535,3887,3450,0,0,0,0,0,0,0
ORNL_002-O-20200603-COMP-DNA1,3300070216,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Tennessee, USA - ORNL_002-O-20200603-COMP-DNA1",Battelle Memorial Institute,Ga0619477,Metagenome Analysis,Gp0766045,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20200603,Environmental,Terrestrial,Forest,Soil,Unclassified,55259276,163146,138154,0,0,11,5023570,0,0,0
CPER_003-M-35-15-20140415-GEN-DNA1,3300040522,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_003-M-35-15-20140415-GEN-DNA1",Argonne National Laboratory,Ga0435306,Metagenome Analysis,Gp0476653,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,CPER,20140415,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2717478,8362,7833,0,0,0,0,0,0,0
OSBS_002-M-20140314-COMP-DNA1,3300071038,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_002-M-20140314-COMP-DNA1",Argonne National Laboratory,Ga0620113,Metagenome Analysis,Gp0766681,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,OSBS,20140314,Environmental,Terrestrial,Forest,Soil,Unclassified,776780,2623,2359,0,0,0,0,0,0,0
DEJU_015-O-20170620-COMP-DNA1,3300040328,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Delta Junction, Taiga, AK, USA - DEJU_015-O-20170620-COMP-DNA1",Battelle Memorial Institute,Ga0428192,Metagenome Analysis,Gp0476668,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,DEJU,20170620,Environmental,Terrestrial,Unclassified,Soil,Unclassified,4855818,15194,14417,0,0,0,0,0,0,0
KONZ_003-M-20200803-COMP-DNA1,3300070403,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_003-M-20200803-COMP-DNA1",Battelle Memorial Institute,Ga0619906,Metagenome Analysis,Gp0766474,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,KONZ,20200803,Environmental,Terrestrial,Unclassified,Soil,Unclassified,34037986,100888,85356,0,0,0,0,0,0,0
CUPE.20230620.EPILITHON.7.DNA-DNA1,3300083027,1500344,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.7.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654420,Metagenome Analysis,Gp0812708,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,CUPE,20230620,Environmental,Aquatic,River,Freshwater,River biofilm,751322599,1088796,497431,49,0,157,4785494,224291144,186022550,82.94
DSNY_005-M-20160712-COMP-DNA3,3300070925,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Florida, USA - DSNY_005-M-20160712-COMP-DNA3",Battelle Memorial Institute,Ga0619761,Metagenome Analysis,Gp0766329,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,DSNY,20160712,Environmental,Terrestrial,Wetlands,Soil,Unclassified,51383806,145784,124455,0,0,0,0,0,0,0
KONZ_043-M-20190717-COMP-DNA1,3300070410,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_043-M-20190717-COMP-DNA1",Battelle Memorial Institute,Ga0619922,Metagenome Analysis,Gp0766490,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,KONZ,20190717,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7780009,25075,21939,0,0,0,0,0,0,0
YELL_048-M-20190820-COMP-DNA1,3300071150,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Yellowstone National Park, Wyoming, USA - YELL_048-M-20190820-COMP-DNA1",Battelle Memorial Institute,Ga0620489,Metagenome Analysis,Gp0767057,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,YELL,20190820,Environmental,Terrestrial,Forest,Soil,Unclassified,9895595,31185,27784,0,0,0,0,0,0,0
REDB.20230712.EPIPSAMMON.3.DNA-DNA1,3300081806,1506415,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654623,Metagenome Analysis,Gp0812678,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,REDB,20230712,Environmental,Aquatic,Creek,Freshwater,Unclassified,582276317,1057692,626275,6,0,159,3662115,332250836,92888038,27.96
KONZ_002-M-20160712-COMP-DNA1,3300040198,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Konza Prairie Biological Station, Prairie Peninsula, KS, USA - KONZ_002-M-20160712-COMP-DNA1",Battelle Memorial Institute,Ga0428370,Metagenome Analysis,Gp0476828,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,KONZ,20160712,Environmental,Terrestrial,Unclassified,Soil,Unclassified,10133821,31033,27867,0,0,0,0,0,0,0
SCBI_004-M-20190729-COMP-DNA1,3300070490,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_004-M-20190729-COMP-DNA1",Battelle Memorial Institute,Ga0620187,Metagenome Analysis,Gp0766755,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SCBI,20190729,Environmental,Terrestrial,Forest,Soil,Unclassified,24223423,59570,45793,0,0,0,0,0,0,0
ORNL_027-M-20170624-COMP-DNA1,3300040551,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_027-M-20170624-COMP-DNA1",Battelle Memorial Institute,Ga0428074,Metagenome Analysis,Gp0476930,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ORNL,20170624,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2626702,8257,7797,0,0,0,0,0,0,0
